CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,DistrictID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,IncidentFromDate,IncidentToDate,latitude,longitude,BriefFacts
15256,100010004202405228,202405228,2024-04-26,4,1,2,4,9,4,2024-04-26 11:23:26,2024-04-26 11:23:26,12.853227,77.576874,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
15257,100030014202603989,202603989,2026-02-20,14,3,1,2,5,3,2026-02-20 04:34:23,2026-02-20 04:34:23,13.03723,74.890631,Vehicle Theft reported near Mangaluru PS-6 jurisdiction.
15258,100010003202402491,202402491,2024-10-07,3,1,1,2,6,3,2024-10-07 23:00:45,2024-10-07 23:00:45,13.008235,77.730084,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
15259,100030011202404477,202404477,2024-02-26,11,3,1,2,5,4,2024-02-26 04:14:35,2024-02-26 04:14:35,12.860935,74.757983,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
15260,100010003202512335,202512335,2025-08-28,3,1,1,1,3,1,2025-08-28 21:49:55,2025-08-28 21:49:55,13.010296,77.707434,Attempt to Murder reported near Bengaluru PS-3 jurisdiction.
15261,100030014202502260,202502260,2025-06-17,14,3,2,2,5,2,2025-06-17 01:25:19,2025-06-17 01:25:19,13.027671,74.888575,Vehicle Theft reported near Mangaluru PS-6 jurisdiction.
15262,100070032202508534,202508534,2025-02-16,32,7,2,6,13,3,2025-02-16 18:18:02,2025-02-16 18:18:02,14.99268,76.882093,Rioting reported near Ballari PS-3 jurisdiction.
15263,100070031202417159,202417159,2024-06-27,31,7,1,1,2,3,2024-06-27 16:24:54,2024-06-27 16:24:54,15.211502,76.849247,Grievous Hurt reported near Ballari PS-2 jurisdiction.
15264,100010003202616628,202616628,2026-01-30,3,1,1,3,7,1,2026-01-30 20:22:07,2026-01-30 20:22:07,13.033077,77.71604,Assault on Woman reported near Bengaluru PS-3 jurisdiction.
15265,100070034202516530,202516530,2025-09-28,34,7,1,6,14,2,2025-09-28 20:08:03,2025-09-28 20:08:03,15.259244,77.041138,Public Nuisance reported near Ballari PS-5 jurisdiction.
15266,100070032202508609,202508609,2025-03-22,32,7,2,6,13,2,2025-03-22 17:33:06,2025-03-22 17:33:06,14.99166,76.846871,Rioting reported near Ballari PS-3 jurisdiction.
15267,100050023202417733,202417733,2024-08-23,23,5,1,3,7,3,2024-08-23 18:50:33,2024-08-23 18:50:33,15.413407,75.070438,Assault on Woman reported near Hubballi-Dharwad PS-5 jurisdiction.
15268,100020008202516924,202516924,2025-10-30,8,2,1,3,7,1,2025-10-30 20:22:14,2025-10-30 20:22:14,12.275331,76.619169,Assault on Woman reported near Mysuru PS-4 jurisdiction.
15269,100100047202412061,202412061,2024-11-10,47,10,1,5,11,1,2024-11-10 05:27:14,2024-11-10 05:27:14,14.336638,75.993933,Drug Peddling reported near Davanagere PS-2 jurisdiction.
15270,100030013202612424,202612424,2026-05-05,13,3,1,5,11,2,2026-05-05 03:47:05,2026-05-05 03:47:05,12.776007,74.729855,Drug Peddling reported near Mangaluru PS-5 jurisdiction.
15271,100030011202411786,202411786,2024-07-25,11,3,1,1,2,3,2024-07-25 16:00:36,2024-07-25 16:00:36,12.873465,74.770956,Grievous Hurt reported near Mangaluru PS-3 jurisdiction.
15272,100010003202604607,202604607,2026-02-16,3,1,2,4,9,2,2026-02-16 12:38:10,2026-02-16 12:38:10,13.040727,77.708817,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
15273,100080036202613238,202613238,2026-03-16,36,8,2,4,10,4,2026-03-16 16:59:06,2026-03-16 16:59:06,13.450174,77.174269,Phishing / Identity Theft reported near Tumakuru PS-2 jurisdiction.
15274,100080035202413039,202413039,2024-08-30,35,8,1,1,3,2,2024-08-30 09:10:01,2024-08-30 09:10:01,13.235079,77.131116,Attempt to Murder reported near Tumakuru PS-1 jurisdiction.
15275,100020007202511049,202511049,2025-01-17,7,2,1,1,1,1,2025-01-17 23:25:08,2025-01-17 23:25:08,12.350721,76.714028,Murder reported near Mysuru PS-3 jurisdiction.
15276,100020005202402741,202402741,2024-04-27,5,2,1,3,8,1,2024-04-27 19:48:01,2024-04-27 19:48:01,12.162218,76.560566,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
15277,100090045202411569,202411569,2024-12-05,45,9,1,2,5,3,2024-12-05 22:07:38,2024-12-05 22:07:38,13.879324,75.720301,Vehicle Theft reported near Shivamogga PS-5 jurisdiction.
15278,100010004202408812,202408812,2024-11-16,4,1,2,4,9,3,2024-11-16 12:23:00,2024-11-16 12:23:00,12.844037,77.553018,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
15279,100010003202601243,202601243,2026-06-12,3,1,2,4,9,1,2026-06-12 15:06:31,2026-06-12 15:06:31,13.018504,77.698878,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
15280,100020005202406172,202406172,2024-08-06,5,2,1,3,8,2,2024-08-06 19:59:41,2024-08-06 19:59:41,12.173675,76.543381,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
15281,100010002202504294,202504294,2025-06-14,2,1,1,2,6,3,2025-06-14 21:05:29,2025-06-14 21:05:29,12.873201,77.666135,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
15282,100010001202501084,202501084,2025-08-13,1,1,1,4,9,4,2025-08-13 10:59:45,2025-08-13 10:59:45,12.841445,77.538691,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
15283,100030009202507533,202507533,2025-08-19,9,3,1,2,5,1,2025-08-19 01:07:36,2025-08-19 01:07:36,13.014444,74.712568,Vehicle Theft reported near Mangaluru PS-1 jurisdiction.
15284,100060025202514485,202514485,2025-06-17,25,6,1,1,3,1,2025-06-17 19:29:21,2025-06-17 19:29:21,17.380713,76.887953,Attempt to Murder reported near Kalaburagi PS-2 jurisdiction.
15285,100020007202412223,202412223,2024-07-15,7,2,1,4,10,2,2024-07-15 02:26:46,2024-07-15 02:26:46,12.376903,76.696237,Phishing / Identity Theft reported near Mysuru PS-3 jurisdiction.
15286,100070031202505996,202505996,2025-06-03,31,7,1,6,13,1,2025-06-03 17:26:14,2025-06-03 17:26:14,15.217989,76.835113,Rioting reported near Ballari PS-2 jurisdiction.
15287,100010002202607788,202607788,2026-03-27,2,1,2,2,6,2,2026-03-27 23:18:53,2026-03-27 23:18:53,12.888529,77.660923,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
15288,100010003202504932,202504932,2025-11-24,3,1,2,2,6,1,2025-11-24 22:53:22,2025-11-24 22:53:22,13.034249,77.712019,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
15289,100040018202412740,202412740,2024-02-13,18,4,1,3,8,2,2024-02-13 10:45:26,2024-02-13 10:45:26,15.900291,74.599738,Dowry Harassment reported near Belagavi PS-4 jurisdiction.
15290,100090043202515070,202515070,2025-12-20,43,9,1,1,1,2,2025-12-20 11:19:30,2025-12-20 11:19:30,13.958056,75.66245,Murder reported near Shivamogga PS-3 jurisdiction.
15291,100010001202607677,202607677,2026-04-13,1,1,2,4,9,1,2026-04-13 10:24:22,2026-04-13 10:24:22,12.840778,77.51436,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
15292,100020005202510362,202510362,2025-01-14,5,2,1,2,4,3,2025-01-14 01:32:31,2025-01-14 01:32:31,12.165097,76.561314,House Burglary reported near Mysuru PS-1 jurisdiction.
15293,100060025202609735,202609735,2026-05-26,25,6,1,5,11,2,2026-05-26 23:55:02,2026-05-26 23:55:02,17.390717,76.905127,Drug Peddling reported near Kalaburagi PS-2 jurisdiction.
15294,100060024202416076,202416076,2024-06-15,24,6,2,5,11,3,2024-06-15 03:01:46,2024-06-15 03:01:46,17.299445,76.882061,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
15295,100010001202403312,202403312,2024-08-03,1,1,2,4,9,2,2024-08-03 15:52:39,2024-08-03 15:52:39,12.820706,77.519959,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
15296,100070034202514557,202514557,2025-03-05,34,7,1,1,3,4,2025-03-05 06:48:26,2025-03-05 06:48:26,15.287767,77.021374,Attempt to Murder reported near Ballari PS-5 jurisdiction.
15297,100010001202404141,202404141,2024-10-14,1,1,1,4,9,2,2024-10-14 17:02:49,2024-10-14 17:02:49,12.830908,77.515936,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
15298,100020005202603165,202603165,2026-05-13,5,2,1,3,8,1,2026-05-13 21:45:05,2026-05-13 21:45:05,12.166682,76.5528,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
15299,100030014202504759,202504759,2025-04-15,14,3,1,2,5,4,2025-04-15 02:50:00,2025-04-15 02:50:00,13.016162,74.905757,Vehicle Theft reported near Mangaluru PS-6 jurisdiction.
15300,100010004202408374,202408374,2024-12-13,4,1,2,4,9,2,2024-12-13 15:14:05,2024-12-13 15:14:05,12.84374,77.567936,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
15301,100060024202400209,202400209,2024-02-19,24,6,1,5,11,1,2024-02-19 20:25:02,2024-02-19 20:25:02,17.281452,76.887461,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
15302,100020006202615415,202615415,2026-04-22,6,2,1,2,5,1,2026-04-22 13:51:23,2026-04-22 13:51:23,12.324056,76.655588,Vehicle Theft reported near Mysuru PS-2 jurisdiction.
15303,100090043202615786,202615786,2026-04-16,43,9,2,2,6,1,2026-04-16 15:48:33,2026-04-16 15:48:33,13.978142,75.654047,Chain Snatching reported near Shivamogga PS-3 jurisdiction.
15304,100060029202500620,202500620,2025-02-27,29,6,2,5,11,2,2025-02-27 22:17:50,2025-02-27 22:17:50,17.448001,76.87468,Drug Peddling reported near Kalaburagi PS-6 jurisdiction.
15305,100070031202412158,202412158,2024-08-19,31,7,1,2,4,3,2024-08-19 10:43:50,2024-08-19 10:43:50,15.238394,76.84623,House Burglary reported near Ballari PS-2 jurisdiction.
15306,100070031202411185,202411185,2024-06-03,31,7,1,5,12,1,2024-06-03 04:51:08,2024-06-03 04:51:08,15.235608,76.847448,Drug Possession reported near Ballari PS-2 jurisdiction.
15307,100030012202402552,202402552,2024-04-01,12,3,2,2,5,1,2024-04-01 01:39:37,2024-04-01 01:39:37,13.046333,74.81742,Vehicle Theft reported near Mangaluru PS-4 jurisdiction.
15308,100030010202401680,202401680,2024-06-02,10,3,2,2,5,2,2024-06-02 04:32:16,2024-06-02 04:32:16,13.000365,74.925143,Vehicle Theft reported near Mangaluru PS-2 jurisdiction.
15309,100020006202415662,202415662,2024-05-08,6,2,2,5,12,3,2024-05-08 01:35:05,2024-05-08 01:35:05,12.309989,76.669803,Drug Possession reported near Mysuru PS-2 jurisdiction.
15310,100060027202411039,202411039,2024-09-20,27,6,1,6,13,2,2024-09-20 16:02:31,2024-09-20 16:02:31,17.336308,76.764303,Rioting reported near Kalaburagi PS-4 jurisdiction.
15311,100010001202501097,202501097,2025-11-20,1,1,1,2,6,3,2025-11-20 22:37:23,2025-11-20 22:37:23,12.841338,77.533817,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
15312,100010002202505426,202505426,2025-01-31,2,1,1,2,6,1,2025-01-31 19:45:48,2025-01-31 19:45:48,12.89146,77.646063,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
15313,100060026202503461,202503461,2025-11-14,26,6,1,5,11,4,2025-11-14 21:44:27,2025-11-14 21:44:27,17.206226,76.891466,Drug Peddling reported near Kalaburagi PS-3 jurisdiction.
15314,100020008202609086,202609086,2026-02-20,8,2,1,3,8,2,2026-02-20 22:35:29,2026-02-20 22:35:29,12.252717,76.635291,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
15315,100080037202410861,202410861,2024-10-08,37,8,2,6,14,1,2024-10-08 03:34:21,2024-10-08 03:34:21,13.248988,76.995172,Public Nuisance reported near Tumakuru PS-3 jurisdiction.
15316,100020007202509699,202509699,2025-04-30,7,2,1,3,8,1,2025-04-30 21:30:12,2025-04-30 21:30:12,12.365349,76.685363,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
15317,100010003202514244,202514244,2025-01-21,3,1,1,1,2,2,2025-01-21 01:43:29,2025-01-21 01:43:29,13.033675,77.725839,Grievous Hurt reported near Bengaluru PS-3 jurisdiction.
15318,100070034202401064,202401064,2024-04-29,34,7,1,6,13,3,2024-04-29 20:30:08,2024-04-29 20:30:08,15.264801,77.039986,Rioting reported near Ballari PS-5 jurisdiction.
15319,100070032202404428,202404428,2024-08-27,32,7,2,6,13,4,2024-08-27 20:59:41,2024-08-27 20:59:41,14.987275,76.856731,Rioting reported near Ballari PS-3 jurisdiction.
15320,100070031202517421,202517421,2025-07-17,31,7,1,3,8,3,2025-07-17 15:24:53,2025-07-17 15:24:53,15.210089,76.844404,Dowry Harassment reported near Ballari PS-2 jurisdiction.
15321,100010004202414821,202414821,2024-08-09,4,1,2,4,10,4,2024-08-09 18:25:48,2024-08-09 18:25:48,12.846975,77.561342,Phishing / Identity Theft reported near Bengaluru PS-4 jurisdiction.
15322,100010002202402279,202402279,2024-03-28,2,1,1,2,6,1,2024-03-28 18:47:35,2024-03-28 18:47:35,12.878529,77.65065,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
15323,100070034202506667,202506667,2025-08-15,34,7,2,6,13,1,2025-08-15 17:05:48,2025-08-15 17:05:48,15.267162,77.035421,Rioting reported near Ballari PS-5 jurisdiction.
15324,100010002202505236,202505236,2025-04-13,2,1,2,4,9,1,2025-04-13 17:01:34,2025-04-13 17:01:34,12.892725,77.683536,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
15325,100100049202413613,202413613,2024-12-01,49,10,1,4,9,1,2024-12-01 23:19:22,2024-12-01 23:19:22,14.395683,75.955836,Online Financial Fraud reported near Davanagere PS-4 jurisdiction.
15326,100010002202408594,202408594,2024-09-17,2,1,2,2,6,3,2024-09-17 20:56:56,2024-09-17 20:56:56,12.900915,77.67949,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
15327,100020006202504838,202504838,2025-03-22,6,2,1,3,8,1,2025-03-22 19:48:12,2025-03-22 19:48:12,12.308643,76.639809,Dowry Harassment reported near Mysuru PS-2 jurisdiction.
15328,100100050202513235,202513235,2025-01-07,50,10,1,1,2,1,2025-01-07 15:47:26,2025-01-07 15:47:26,14.34811,75.900864,Grievous Hurt reported near Davanagere PS-5 jurisdiction.
15329,100060028202411526,202411526,2024-04-09,28,6,1,3,8,2,2024-04-09 13:13:03,2024-04-09 13:13:03,17.323665,76.766899,Dowry Harassment reported near Kalaburagi PS-5 jurisdiction.
15330,100020005202610661,202610661,2026-06-05,5,2,1,2,6,2,2026-06-05 13:44:51,2026-06-05 13:44:51,12.171498,76.5771,Chain Snatching reported near Mysuru PS-1 jurisdiction.
15331,100040018202417056,202417056,2024-02-22,18,4,1,1,1,2,2024-02-22 04:08:08,2024-02-22 04:08:08,15.881892,74.589082,Murder reported near Belagavi PS-4 jurisdiction.
15332,100010003202408110,202408110,2024-08-03,3,1,2,2,6,3,2024-08-03 18:27:46,2024-08-03 18:27:46,13.038474,77.696839,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
15333,100040018202415936,202415936,2024-08-18,18,4,1,1,1,3,2024-08-18 11:45:29,2024-08-18 11:45:29,15.895137,74.616452,Murder reported near Belagavi PS-4 jurisdiction.
15334,100030010202409868,202409868,2024-10-15,10,3,2,2,5,1,2024-10-15 00:48:18,2024-10-15 00:48:18,13.023656,74.910626,Vehicle Theft reported near Mangaluru PS-2 jurisdiction.
15335,100010001202608267,202608267,2026-04-25,1,1,1,4,9,1,2026-04-25 16:31:07,2026-04-25 16:31:07,12.834446,77.528107,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
15336,100100048202416966,202416966,2024-08-07,48,10,1,1,3,1,2024-08-07 22:35:34,2024-08-07 22:35:34,14.505123,75.913235,Attempt to Murder reported near Davanagere PS-3 jurisdiction.
15337,100090045202413533,202413533,2024-02-03,45,9,1,4,10,2,2024-02-03 03:53:31,2024-02-03 03:53:31,13.913037,75.705379,Phishing / Identity Theft reported near Shivamogga PS-5 jurisdiction.
15338,100080040202615608,202615608,2026-03-23,40,8,2,2,5,1,2026-03-23 21:47:40,2026-03-23 21:47:40,13.380108,77.08459,Vehicle Theft reported near Tumakuru PS-6 jurisdiction.
15339,100010001202415369,202415369,2024-10-09,1,1,1,2,6,1,2024-10-09 08:11:08,2024-10-09 08:11:08,12.834163,77.507119,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
15340,100030011202609055,202609055,2026-05-04,11,3,2,2,5,1,2026-05-04 00:13:42,2026-05-04 00:13:42,12.847281,74.764408,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
15341,100060028202409852,202409852,2024-04-28,28,6,1,5,11,1,2024-04-28 23:13:20,2024-04-28 23:13:20,17.307909,76.76893,Drug Peddling reported near Kalaburagi PS-5 jurisdiction.
15342,100010001202407325,202407325,2024-04-15,1,1,2,2,6,4,2024-04-15 21:16:34,2024-04-15 21:16:34,12.830754,77.542168,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
15343,100060025202402642,202402642,2024-06-11,25,6,2,5,11,2,2024-06-11 21:37:53,2024-06-11 21:37:53,17.398205,76.892194,Drug Peddling reported near Kalaburagi PS-2 jurisdiction.
15344,100070030202503121,202503121,2025-07-15,30,7,1,6,13,2,2025-07-15 18:19:43,2025-07-15 18:19:43,15.192404,77.026687,Rioting reported near Ballari PS-1 jurisdiction.
15345,100020007202500059,202500059,2025-06-10,7,2,1,3,8,4,2025-06-10 19:29:11,2025-06-10 19:29:11,12.379122,76.685428,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
15346,100030013202402365,202402365,2024-06-21,13,3,1,2,5,3,2024-06-21 04:00:03,2024-06-21 04:00:03,12.772058,74.735859,Vehicle Theft reported near Mangaluru PS-5 jurisdiction.
15347,100100050202512198,202512198,2025-02-26,50,10,1,3,8,1,2025-02-26 22:33:24,2025-02-26 22:33:24,14.340023,75.909294,Dowry Harassment reported near Davanagere PS-5 jurisdiction.
15348,100010004202612681,202612681,2026-05-06,4,1,1,2,4,4,2026-05-06 11:53:25,2026-05-06 11:53:25,12.853771,77.589535,House Burglary reported near Bengaluru PS-4 jurisdiction.
15349,100010004202601579,202601579,2026-06-01,4,1,2,4,9,1,2026-06-01 12:06:35,2026-06-01 12:06:35,12.829823,77.559789,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
15350,100010004202403062,202403062,2024-05-17,4,1,1,4,9,2,2024-05-17 17:45:23,2024-05-17 17:45:23,12.86137,77.587264,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
15351,100060029202504892,202504892,2025-10-16,29,6,1,5,11,1,2025-10-16 21:36:11,2025-10-16 21:36:11,17.453809,76.887978,Drug Peddling reported near Kalaburagi PS-6 jurisdiction.
15352,100090042202513363,202513363,2025-03-22,42,9,1,5,11,2,2025-03-22 08:36:35,2025-03-22 08:36:35,13.785496,75.469288,Drug Peddling reported near Shivamogga PS-2 jurisdiction.
15353,100100051202517252,202517252,2025-06-24,51,10,1,2,5,1,2025-06-24 22:02:31,2025-06-24 22:02:31,14.43218,76.045848,Vehicle Theft reported near Davanagere PS-6 jurisdiction.
15354,100010004202502590,202502590,2025-03-14,4,1,1,2,6,1,2025-03-14 23:27:15,2025-03-14 23:27:15,12.856053,77.559442,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
15355,100070032202612940,202612940,2026-03-20,32,7,1,5,11,4,2026-03-20 19:28:01,2026-03-20 19:28:01,14.99522,76.883119,Drug Peddling reported near Ballari PS-3 jurisdiction.
15356,100100047202510617,202510617,2025-07-12,47,10,2,6,14,4,2025-07-12 10:20:21,2025-07-12 10:20:21,14.307784,75.974208,Public Nuisance reported near Davanagere PS-2 jurisdiction.
15357,100030011202409782,202409782,2024-12-16,11,3,2,2,5,4,2024-12-16 00:09:01,2024-12-16 00:09:01,12.884797,74.762826,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
15358,100070031202500138,202500138,2025-11-03,31,7,2,6,13,2,2025-11-03 21:58:43,2025-11-03 21:58:43,15.236928,76.85337,Rioting reported near Ballari PS-2 jurisdiction.
15359,100060026202610319,202610319,2026-03-07,26,6,1,1,2,1,2026-03-07 23:00:59,2026-03-07 23:00:59,17.195009,76.866146,Grievous Hurt reported near Kalaburagi PS-3 jurisdiction.
15360,100010002202415026,202415026,2024-01-10,2,1,1,5,11,1,2024-01-10 22:44:26,2024-01-10 22:44:26,12.900968,77.676469,Drug Peddling reported near Bengaluru PS-2 jurisdiction.
15361,100010001202515767,202515767,2025-11-21,1,1,1,1,2,3,2025-11-21 07:20:23,2025-11-21 07:20:23,12.809884,77.507517,Grievous Hurt reported near Bengaluru PS-1 jurisdiction.
15362,100040016202411354,202411354,2024-02-06,16,4,1,1,1,1,2024-02-06 10:30:13,2024-02-06 10:30:13,16.000762,74.473747,Murder reported near Belagavi PS-2 jurisdiction.
15363,100060025202503449,202503449,2025-10-20,25,6,2,5,11,1,2025-10-20 20:11:43,2025-10-20 20:11:43,17.408124,76.876715,Drug Peddling reported near Kalaburagi PS-2 jurisdiction.
15364,100010001202501705,202501705,2025-03-01,1,1,2,4,9,3,2025-03-01 16:01:28,2025-03-01 16:01:28,12.829173,77.545213,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
15365,100010001202409668,202409668,2024-11-08,1,1,1,2,6,2,2024-11-08 23:40:11,2024-11-08 23:40:11,12.809605,77.535297,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
15366,100090043202510393,202510393,2025-07-10,43,9,1,4,9,2,2025-07-10 08:41:58,2025-07-10 08:41:58,13.967867,75.654365,Online Financial Fraud reported near Shivamogga PS-3 jurisdiction.
15367,100090044202410481,202410481,2024-04-05,44,9,2,4,9,3,2024-04-05 17:49:26,2024-04-05 17:49:26,13.889216,75.456024,Online Financial Fraud reported near Shivamogga PS-4 jurisdiction.
15368,100060027202411783,202411783,2024-02-26,27,6,2,6,14,2,2024-02-26 07:48:11,2024-02-26 07:48:11,17.324365,76.763834,Public Nuisance reported near Kalaburagi PS-4 jurisdiction.
15369,100060024202500033,202500033,2025-02-22,24,6,2,5,11,2,2025-02-22 20:48:57,2025-02-22 20:48:57,17.296532,76.884173,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
15370,100060027202600884,202600884,2026-01-05,27,6,1,5,11,2,2026-01-05 22:37:03,2026-01-05 22:37:03,17.33598,76.774591,Drug Peddling reported near Kalaburagi PS-4 jurisdiction.
15371,100010003202404111,202404111,2024-03-17,3,1,1,2,6,3,2024-03-17 21:17:43,2024-03-17 21:17:43,13.019373,77.722653,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
15372,100020008202409898,202409898,2024-10-30,8,2,1,3,8,3,2024-10-30 22:01:24,2024-10-30 22:01:24,12.283446,76.604179,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
15373,100100049202413617,202413617,2024-06-26,49,10,1,5,11,1,2024-06-26 17:21:26,2024-06-26 17:21:26,14.404812,75.947693,Drug Peddling reported near Davanagere PS-4 jurisdiction.
15374,100070034202504326,202504326,2025-12-26,34,7,1,6,13,2,2025-12-26 17:02:16,2025-12-26 17:02:16,15.253296,77.050965,Rioting reported near Ballari PS-5 jurisdiction.
15375,100010002202602996,202602996,2026-01-25,2,1,2,4,9,1,2026-01-25 13:25:08,2026-01-25 13:25:08,12.897721,77.673145,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
15376,100070033202400180,202400180,2024-06-29,33,7,1,6,13,2,2024-06-29 18:45:31,2024-06-29 18:45:31,15.073048,76.818333,Rioting reported near Ballari PS-4 jurisdiction.
15377,100100048202511228,202511228,2025-01-24,48,10,1,2,6,3,2025-01-24 22:30:39,2025-01-24 22:30:39,14.513156,75.939147,Chain Snatching reported near Davanagere PS-3 jurisdiction.
15378,100040017202515175,202515175,2025-01-03,17,4,2,2,4,3,2025-01-03 13:31:31,2025-01-03 13:31:31,15.860769,74.597657,House Burglary reported near Belagavi PS-3 jurisdiction.
15379,100030011202611782,202611782,2026-03-08,11,3,1,4,9,2,2026-03-08 21:34:09,2026-03-08 21:34:09,12.862405,74.771711,Online Financial Fraud reported near Mangaluru PS-3 jurisdiction.
15380,100020008202504467,202504467,2025-02-05,8,2,1,3,8,3,2025-02-05 20:32:49,2025-02-05 20:32:49,12.256246,76.632389,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
15381,100010003202403316,202403316,2024-09-01,3,1,2,4,9,2,2024-09-01 14:39:04,2024-09-01 14:39:04,13.042083,77.731691,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
15382,100010001202501770,202501770,2025-05-14,1,1,1,4,9,1,2025-05-14 17:10:17,2025-05-14 17:10:17,12.836357,77.546819,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
15383,100100048202517461,202517461,2025-09-05,48,10,1,3,8,1,2025-09-05 11:51:52,2025-09-05 11:51:52,14.50176,75.925081,Dowry Harassment reported near Davanagere PS-3 jurisdiction.
15384,100030014202411607,202411607,2024-05-04,14,3,1,1,2,3,2024-05-04 20:39:47,2024-05-04 20:39:47,13.036485,74.871883,Grievous Hurt reported near Mangaluru PS-6 jurisdiction.
15385,100010001202402384,202402384,2024-07-13,1,1,1,2,6,3,2024-07-13 18:41:18,2024-07-13 18:41:18,12.845281,77.544969,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
15386,100020007202500493,202500493,2025-02-22,7,2,1,3,8,1,2025-02-22 20:45:19,2025-02-22 20:45:19,12.358143,76.680126,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
15387,100100047202412596,202412596,2024-04-04,47,10,2,5,12,2,2024-04-04 19:42:52,2024-04-04 19:42:52,14.299789,75.999774,Drug Possession reported near Davanagere PS-2 jurisdiction.
15388,100010002202402411,202402411,2024-07-04,2,1,2,4,9,2,2024-07-04 10:30:13,2024-07-04 10:30:13,12.905468,77.667866,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
15389,100090045202415722,202415722,2024-07-02,45,9,1,3,7,1,2024-07-02 04:08:38,2024-07-02 04:08:38,13.901097,75.712261,Assault on Woman reported near Shivamogga PS-5 jurisdiction.
15390,100040016202412679,202412679,2024-01-15,16,4,2,4,10,2,2024-01-15 15:21:05,2024-01-15 15:21:05,15.995188,74.457958,Phishing / Identity Theft reported near Belagavi PS-2 jurisdiction.
15391,100060024202510759,202510759,2025-01-08,24,6,1,3,7,1,2025-01-08 00:56:13,2025-01-08 00:56:13,17.276366,76.868146,Assault on Woman reported near Kalaburagi PS-1 jurisdiction.
15392,100080037202615430,202615430,2026-05-07,37,8,1,1,2,1,2026-05-07 11:39:18,2026-05-07 11:39:18,13.219553,77.00803,Grievous Hurt reported near Tumakuru PS-3 jurisdiction.
15393,100010004202501715,202501715,2025-11-02,4,1,1,2,6,1,2025-11-02 18:51:54,2025-11-02 18:51:54,12.848178,77.583649,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
15394,100050023202417999,202417999,2024-06-01,23,5,1,6,14,1,2024-06-01 12:59:32,2024-06-01 12:59:32,15.415459,75.09507,Public Nuisance reported near Hubballi-Dharwad PS-5 jurisdiction.
15395,100040018202612637,202612637,2026-02-11,18,4,1,2,4,2,2026-02-11 13:13:34,2026-02-11 13:13:34,15.872772,74.595347,House Burglary reported near Belagavi PS-4 jurisdiction.
15396,100060028202600042,202600042,2026-06-19,28,6,2,5,11,1,2026-06-19 23:55:38,2026-06-19 23:55:38,17.304322,76.766828,Drug Peddling reported near Kalaburagi PS-5 jurisdiction.
